[Tue 14:02]	<manu-db>	Agenda: http://lists.w3.org/Archives/Public/public-webpayments/2012Apr/0000.html
[Tue 14:03]	<dlongley>	manu: we're continuing to go through the vocabularies today. we'll get to the pay vocab and see if we need it.
[Tue 14:03]	<manu-db>	Topic: Commerce Vocabulary Properties
[Tue 14:03]	<manu-db>	http://payswarm.com/vocabs/commerce
[Tue 14:03]	<dlongley>	manu: we left off last time on the payeePosition property.
[Tue 14:03]	<manu-db>	http://payswarm.com/vocabs/commerce#payeePosition
[Tue 14:04]	<dlongley>	manu: we were thinking we might get rid of payeePosition, in preference for the use of JSON-LD @list feature.
[Tue 14:04]	<manu-db>	http://payswarm.com/vocabs/commerce#paymentGateway
[Tue 14:04]	<dlongley>	manu: we're postponing that decision until JSON-LD progresses a bit. next up is the payment gateway.
[Tue 14:04]	<taaz>	as i say every week, let's link to the latest specs.
[Tue 14:04]	<taaz>	http://payswarm.com/specs/source/vocabs/commerce
[Tue 14:04]	<dlongley>	manu: it might belong in the pay vocab for credit cards, bank accounts, etc.
[Tue 14:05]	<manu-db>	dlongley: Yeah, I think we're mostly in agreemen that we need to move it out into another "payments" vocabulary.
[Tue 14:05]	<dlongley>	manu: ok, then we'll move it out.
[Tue 14:05]	<manu-db>	http://payswarm.com/vocabs/commerce#payee
[Tue 14:06]	<manu-db>	dlongley: This belongs in the commerce vocabulary
[Tue 14:06]	<manu-db>	manu: Agreed, moving on.
[Tue 14:06]	<manu-db>	http://payswarm.com/vocabs/commerce#rate
[Tue 14:07]	<manu-db>	manu: Is this a payment vocabulary thing, or a commerce vocabulary thing?
[Tue 14:07]	<manu-db>	dlongley: I think this is a commerce thing - not a payment thing.
[Tue 14:07]	<manu-db>	dlongley: Seems like this belongs in the commerce vocabulary.
[Tue 14:07]	<dlongley>	manu: i'm a bit split, i can see it going in either.
[Tue 14:07]	<dlongley>	manu: but i'm ok with keeping it in the commerce vocab since there are good arguments either way.
[Tue 14:08]	<dlongley>	manu: last are source and transfer, source is a source account for a commercial transaction and transfer being the most fundamental unit of monetary transfer.
[Tue 14:08]	<dlongley>	manu: a transfer is the movement of money ... multiple transfers are contained in a transaction.
[Tue 14:08]	<dlongley>	manu: both of those are commerce terms.
[Tue 14:08]	<dlongley>	manu: we need to discuss the pay vocab in a little more depth as to what it actually does.
[Tue 14:09]	<manu-db>	dlongley: nothing else to add to the commerce vocabulary discussion.
[Tue 14:09]	<manu-db>	manu: ok moving on
[Tue 14:09]	<dlongley>	dlongley: i think we covered most of what we needed in the last discussion
[Tue 14:09]	<manu-db>	Topic: Credit Card Vocabulary
[Tue 14:09]	<manu-db>	http://payswarm.com/vocabs/creditcard
[Tue 14:10]	<taaz>	http://payswarm.com/specs/source/vocabs/creditcard
[Tue 14:11]	<dlongley>	manu: cc vocab is a way to describe credit cards and debit cards and using them to process payments and put money into an account on a payswarm authority.
[Tue 14:11]	<dlongley>	manu: (this is how it related to payswarm)
[Tue 14:11]	<dlongley>	manu: the result of a charge is that money is pulled out of a credit card and put into a storage account online.
[Tue 14:11]	<dlongley>	manu: we need to add a bank/banking source.
[Tue 14:12]	<manu-db>	dlongley: Yeah, we currently have that in our source code - we started to create a 'bank' prefix - we may not need to make as much as a distinction on credit card vs. debit card. It's not necessary as it relates to how you process credit cards / debit cards.
[Tue 14:12]	<manu-db>	dlongley: We do need stuff like routing numbers, bank account numbers.
[Tue 14:12]	<dlongley>	dlongley: we'll need rounting, bank account numbers, etc.
[Tue 14:13]	<dlongley>	manu: so we'll need to take what's in the cc vocab and add it to a new vocab like payment along with the bank information.
[Tue 14:13]	<dlongley>	manu: we probably just want "card" instead of credit card.
[Tue 14:13]	<manu-db>	dlongley: Yes, we want to make this as general as possible. We have "cards", that can have brands ("Visa", "Mastercard", "Best Buy Gift Card", etc.)
[Tue 14:15]	<dlongley>	manu: it seems like a bank account could just be a sub class of com:Account
[Tue 14:16]	<manu-db>	dlongley: Yeah, we could do that. If we want to re-use "Account", we may want to differentiate it as "BankAccount" instead of attempting to duck-type it.
[Tue 14:16]	<dlongley>	manu: what are we calling the new vocab?
[Tue 14:16]	<dlongley>	dlongley: probably just "pay" with a prefix of "pay"
[Tue 14:17]	<dlongley>	manu: going down to the properties, we have brand...it's a text string like "visa", etc.
[Tue 14:17]	<dlongley>	manu: that's fine, we have expiration dates, years, verification code, etc, all things associated with cards.
[Tue 14:18]	<manu-db>	dlongley: We don't use 'name' anymore - we use vcard stuff for it now...
[Tue 14:18]	<dlongley>	dlehn: i have question about expiration dates...
[Tue 14:18]	<dlongley>	dlehn: do we want to use some kind of xsd year/month type for those properties so we can use semweb tech?
[Tue 14:19]	<manu-db>	dlongley: We don't want to make this too complicated - not combine "expirationMonth" and "expirtaitonYear" to "expiration"
[Tue 14:19]	<manu-db>	dlongley: We want a good balance.
[Tue 14:20]	<dlongley>	manu: if we're using JSON-LD we could just use the number 11 in JSON, etc.
[Tue 14:20]	<taaz>	http://www.w3.org/TR/xmlschema-2/#gYear
[Tue 14:20]	<taaz>	http://www.w3.org/TR/xmlschema-2/#gMonth
[Tue 14:21]	<manu-db>	dlongley: We want to use numbers in the JSON, and put the year/month typing into the @context.
[Tue 14:21]	<dlongley>	dlongley: if we could just mark this up in the JSON-LD context and use numbers in the JSON that would be best
[Tue 14:21]	<dlongley>	manu: we'll just do that for now, try and make that work.
[Tue 14:21]	<dlongley>	manu: name and address have been replaced by the vcard vocab.
[Tue 14:22]	<dlongley>	manu: there are lots of payment services that we would want to be able to mark up too
[Tue 14:23]	<dlongley>	dlehn: each one is a bit different
[Tue 14:23]	<dlongley>	manu: there's dwolla, paypal, etc. no generalized solution for this, so we should wait until these thigns are supported
[Tue 14:23]	<dlongley>	dlehn: i think that's ok, but in a general case, we need to figure out how to use this before we try and make it work
[Tue 14:23]	<dlongley>	dlehn: how do we handle cash?
[Tue 14:23]	<dlongley>	manu: that's outside of the system and your handling deposits which puts you into bank territory
[Tue 14:24]	<dlongley>	manu: if we're talking about a pay vocab then cash is a mechanism
[Tue 14:24]	<dlongley>	dlehn: we're going a little too far, we should leave it openended enough to handle it in the future
[Tue 14:24]	<dlongley>	manu: is there anything else to discuss?
[Tue 14:25]	<dlongley>	dlongley: we're good.
[Tue 14:25]	<dlongley>	manu: there's another question about the pay vocab...
[Tue 14:25]	<dlongley>	manu: is there any overlap with opentransact?
[Tue 14:25]	<manu-db>	Topic: PaySwarm Vocabulary
[Tue 14:25]	<dlongley>	dlongley: there's some overlap with email addresses to/from and possibly paypal, etc.
[Tue 14:26]	<manu-db>	http://payswarm.com/vocabs/payswarm
[Tue 14:26]	<taaz>	http://payswarm.com/specs/source/vocabs/payswarm
[Tue 14:27]	<dlongley>	manu: for the classes we have asset, contract, data is something we don't use
[Tue 14:27]	<dlongley>	manu: data is a type of asset, people will want to use it so we should keep it
